CHROMOSOME	LENGTH	ALIGNED_READS	SAMPLE_NAME
chrX	155270560	0	20-087-02041-GER2107056
chrY	59373566	0	20-087-02041-GER2107056
chrM	16571	0	20-087-02041-GER2107056
hg19_chr6_KRAS_ex2_pseudo_edited	132	0	20-087-02041-GER2107056
hg19_chr6_KRAS_ex2_pseudo_edited_2	131	0	20-087-02041-GER2107056
hg19_chr6_KRAS_ex2_pseudo_edited_3	132	0	20-087-02041-GER2107056
J04353.1	7912	43	20-087-02041-GER2107056
M12732.1	7909	145	20-087-02041-GER2107056
X74477.1	7879	134	20-087-02041-GER2107056
NC001526.4	7906	44336	20-087-02041-GER2107056
NC001357.1	7857	2047	20-087-02041-GER2107056
NoCoordinateCount= 0	NA	NA	20-087-02041-GER2107056
chr1	249250621	0	22-109-03443-GER2213105
chr2	243199373	0	22-109-03443-GER2213105
chr3	198022430	0	22-109-03443-GER2213105
chr4	191154276	0	22-109-03443-GER2213105
chr5	180915260	0	22-109-03443-GER2213105
chr6	171115067	0	22-109-03443-GER2213105
chr7	159138663	0	22-109-03443-GER2213105
chr8	146364022	0	22-109-03443-GER2213105
chr9	141213431	0	22-109-03443-GER2213105
chr10	135534747	0	22-109-03443-GER2213105
chr11	135006516	0	22-109-03443-GER2213105
chr12	133851895	0	22-109-03443-GER2213105
chr13	115169878	0	22-109-03443-GER2213105
chr14	107349540	0	22-109-03443-GER2213105
chr15	102531392	0	22-109-03443-GER2213105
chr16	90354753	0	22-109-03443-GER2213105
chr17	81195210	0	22-109-03443-GER2213105
chr18	78077248	0	22-109-03443-GER2213105
chr19	59128983	0	22-109-03443-GER2213105
chr20	63025520	0	22-109-03443-GER2213105
chr21	48129895	0	22-109-03443-GER2213105
chr22	51304566	0	22-109-03443-GER2213105
chrX	155270560	0	22-109-03443-GER2213105
chrY	59373566	0	22-109-03443-GER2213105
chrM	16571	0	22-109-03443-GER2213105
hg19_chr6_KRAS_ex2_pseudo_edited	132	0	22-109-03443-GER2213105
hg19_chr6_KRAS_ex2_pseudo_edited_2	131	0	22-109-03443-GER2213105
hg19_chr6_KRAS_ex2_pseudo_edited_3	132	0	22-109-03443-GER2213105
J04353.1	7912	82	22-109-03443-GER2213105
M12732.1	7909	80	22-109-03443-GER2213105
X74477.1	7879	36	22-109-03443-GER2213105
NC001526.4	7906	1055	22-109-03443-GER2213105
NC001357.1	7857	2493	22-109-03443-GER2213105
NoCoordinateCount= 0	NA	NA	22-109-03443-GER2213105
chr1	249250621	0	19-210-02387-GER2106847
chr2	243199373	0	19-210-02387-GER2106847
chr3	198022430	0	19-210-02387-GER2106847
chr4	191154276	0	19-210-02387-GER2106847
chr5	180915260	0	19-210-02387-GER2106847
chr6	171115067	0	19-210-02387-GER2106847
chr7	159138663	0	19-210-02387-GER2106847
chr8	146364022	0	19-210-02387-GER2106847
chr9	141213431	0	19-210-02387-GER2106847
chr10	135534747	0	19-210-02387-GER2106847
chr11	135006516	0	19-210-02387-GER2106847
chr12	133851895	0	19-210-02387-GER2106847
chr13	115169878	0	19-210-02387-GER2106847
chr14	107349540	0	19-210-02387-GER2106847
chr15	102531392	0	19-210-02387-GER2106847
chr16	90354753	0	19-210-02387-GER2106847
chr17	81195210	0	19-210-02387-GER2106847
chr18	78077248	0	19-210-02387-GER2106847
chr19	59128983	0	19-210-02387-GER2106847
chr20	63025520	0	19-210-02387-GER2106847
chr21	48129895	0	19-210-02387-GER2106847
chr22	51304566	0	19-210-02387-GER2106847
chrX	155270560	0	19-210-02387-GER2106847
chrY	59373566	0	19-210-02387-GER2106847
chrM	16571	0	19-210-02387-GER2106847
hg19_chr6_KRAS_ex2_pseudo_edited	132	0	19-210-02387-GER2106847
hg19_chr6_KRAS_ex2_pseudo_edited_2	131	0	19-210-02387-GER2106847
hg19_chr6_KRAS_ex2_pseudo_edited_3	132	0	19-210-02387-GER2106847
J04353.1	7912	787	19-210-02387-GER2106847
M12732.1	7909	477	19-210-02387-GER2106847
X74477.1	7879	346	19-210-02387-GER2106847
NC001526.4	7906	23007	19-210-02387-GER2106847
NC001357.1	7857	14036	19-210-02387-GER2106847
NoCoordinateCount= 0	NA	NA	19-210-02387-GER2106847
chr1	249250621	0	19-052-01367-GER2110266
chr2	243199373	0	19-052-01367-GER2110266
chr3	198022430	0	19-052-01367-GER2110266
chr4	191154276	0	19-052-01367-GER2110266
chr5	180915260	0	19-052-01367-GER2110266
chr6	171115067	0	19-052-01367-GER2110266
chr7	159138663	0	19-052-01367-GER2110266
chr8	146364022	0	19-052-01367-GER2110266
chr9	141213431	0	19-052-01367-GER2110266
chr10	135534747	0	19-052-01367-GER2110266
chr11	135006516	0	19-052-01367-GER2110266
chr12	133851895	0	19-052-01367-GER2110266
chr13	115169878	0	19-052-01367-GER2110266
chr14	107349540	0	19-052-01367-GER2110266
chr15	102531392	0	19-052-01367-GER2110266
chr16	90354753	0	19-052-01367-GER2110266
chr17	81195210	0	19-052-01367-GER2110266
chr18	78077248	0	19-052-01367-GER2110266
chr19	59128983	0	19-052-01367-GER2110266
chr20	63025520	0	19-052-01367-GER2110266
chr21	48129895	0	19-052-01367-GER2110266
chr22	51304566	0	19-052-01367-GER2110266
chrX	155270560	0	19-052-01367-GER2110266
chrY	59373566	0	19-052-01367-GER2110266
chrM	16571	0	19-052-01367-GER2110266
hg19_chr6_KRAS_ex2_pseudo_edited	132	0	19-052-01367-GER2110266
hg19_chr6_KRAS_ex2_pseudo_edited_2	131	0	19-052-01367-GER2110266
hg19_chr6_KRAS_ex2_pseudo_edited_3	132	0	19-052-01367-GER2110266
J04353.1	7912	76	19-052-01367-GER2110266
M12732.1	7909	73	19-052-01367-GER2110266
X74477.1	7879	22	19-052-01367-GER2110266
NC001526.4	7906	1075	19-052-01367-GER2110266
NC001357.1	7857	2511	19-052-01367-GER2110266
NoCoordinateCount= 0	NA	NA	19-052-01367-GER2110266
chr1	249250621	0	19-219-02530-GER2110188
chr2	243199373	0	19-219-02530-GER2110188
chr3	198022430	0	19-219-02530-GER2110188
chr4	191154276	0	19-219-02530-GER2110188
chr5	180915260	0	19-219-02530-GER2110188
chr6	171115067	0	19-219-02530-GER2110188
chr7	159138663	0	19-219-02530-GER2110188
chr8	146364022	0	19-219-02530-GER2110188
chr9	141213431	0	19-219-02530-GER2110188
chr10	135534747	0	19-219-02530-GER2110188
chr11	135006516	0	19-219-02530-GER2110188
chr12	133851895	0	19-219-02530-GER2110188
chr13	115169878	0	19-219-02530-GER2110188
chr14	107349540	0	19-219-02530-GER2110188
chr15	102531392	0	19-219-02530-GER2110188
chr16	90354753	0	19-219-02530-GER2110188
chr17	81195210	0	19-219-02530-GER2110188
chr18	78077248	0	19-219-02530-GER2110188
chr19	59128983	0	19-219-02530-GER2110188
chr20	63025520	0	19-219-02530-GER2110188
chr21	48129895	0	19-219-02530-GER2110188
chr22	51304566	0	19-219-02530-GER2110188
chrX	155270560	0	19-219-02530-GER2110188
chrY	59373566	0	19-219-02530-GER2110188
chrM	16571	0	19-219-02530-GER2110188
hg19_chr6_KRAS_ex2_pseudo_edited	132	0	19-219-02530-GER2110188
hg19_chr6_KRAS_ex2_pseudo_edited_2	131	0	19-219-02530-GER2110188
hg19_chr6_KRAS_ex2_pseudo_edited_3	132	0	19-219-02530-GER2110188
J04353.1	7912	54	19-219-02530-GER2110188
M12732.1	7909	91	19-219-02530-GER2110188
X74477.1	7879	18	19-219-02530-GER2110188
NC001526.4	7906	2518	19-219-02530-GER2110188
NC001357.1	7857	2568	19-219-02530-GER2110188
NoCoordinateCount= 0	NA	NA	19-219-02530-GER2110188
chr1	249250621	0	18-269-02014-GER2213034
chr2	243199373	0	18-269-02014-GER2213034
chr3	198022430	0	18-269-02014-GER2213034
chr4	191154276	0	18-269-02014-GER2213034
chr5	180915260	0	18-269-02014-GER2213034
chr6	171115067	0	18-269-02014-GER2213034
chr7	159138663	0	18-269-02014-GER2213034
chr8	146364022	0	18-269-02014-GER2213034
chr9	141213431	0	18-269-02014-GER2213034
chr10	135534747	0	18-269-02014-GER2213034
chr11	135006516	0	18-269-02014-GER2213034
chr12	133851895	0	18-269-02014-GER2213034
chr13	115169878	0	18-269-02014-GER2213034
chr14	107349540	0	18-269-02014-GER2213034
chr15	102531392	0	18-269-02014-GER2213034
chr16	90354753	0	18-269-02014-GER2213034
chr17	81195210	0	18-269-02014-GER2213034
chr18	78077248	0	18-269-02014-GER2213034
chr19	59128983	0	18-269-02014-GER2213034
chr20	63025520	0	18-269-02014-GER2213034
chr21	48129895	0	18-269-02014-GER2213034
chr22	51304566	0	18-269-02014-GER2213034
chrX	155270560	0	18-269-02014-GER2213034
chrY	59373566	0	18-269-02014-GER2213034
chrM	16571	0	18-269-02014-GER2213034
hg19_chr6_KRAS_ex2_pseudo_edited	132	0	18-269-02014-GER2213034
hg19_chr6_KRAS_ex2_pseudo_edited_2	131	0	18-269-02014-GER2213034
hg19_chr6_KRAS_ex2_pseudo_edited_3	132	0	18-269-02014-GER2213034
J04353.1	7912	46	18-269-02014-GER2213034
M12732.1	7909	67	18-269-02014-GER2213034
X74477.1	7879	27	18-269-02014-GER2213034
NC001526.4	7906	5374	18-269-02014-GER2213034
NC001357.1	7857	727	18-269-02014-GER2213034
NoCoordinateCount= 0	NA	NA	18-269-02014-GER2213034
chr1	249250621	0	18-355-01696-GER2110493
chr2	243199373	0	18-355-01696-GER2110493
chr3	198022430	0	18-355-01696-GER2110493
chr4	191154276	0	18-355-01696-GER2110493
chr5	180915260	0	18-355-01696-GER2110493
chr6	171115067	0	18-355-01696-GER2110493
chr7	159138663	0	18-355-01696-GER2110493
chr8	146364022	0	18-355-01696-GER2110493
chr9	141213431	0	18-355-01696-GER2110493
chr10	135534747	0	18-355-01696-GER2110493
chr11	135006516	0	18-355-01696-GER2110493
chr12	133851895	0	18-355-01696-GER2110493
chr13	115169878	0	18-355-01696-GER2110493
chr14	107349540	0	18-355-01696-GER2110493
chr15	102531392	0	18-355-01696-GER2110493
chr16	90354753	0	18-355-01696-GER2110493
chr17	81195210	0	18-355-01696-GER2110493
chr18	78077248	0	18-355-01696-GER2110493
chr19	59128983	0	18-355-01696-GER2110493
chr20	63025520	0	18-355-01696-GER2110493
chr21	48129895	0	18-355-01696-GER2110493
chr22	51304566	0	18-355-01696-GER2110493
chrX	155270560	0	18-355-01696-GER2110493
chrY	59373566	0	18-355-01696-GER2110493
chrM	16571	0	18-355-01696-GER2110493
hg19_chr6_KRAS_ex2_pseudo_edited	132	0	18-355-01696-GER2110493
hg19_chr6_KRAS_ex2_pseudo_edited_2	131	0	18-355-01696-GER2110493
hg19_chr6_KRAS_ex2_pseudo_edited_3	132	0	18-355-01696-GER2110493
J04353.1	7912	85	18-355-01696-GER2110493
M12732.1	7909	101	18-355-01696-GER2110493
X74477.1	7879	32	18-355-01696-GER2110493
NC001526.4	7906	974	18-355-01696-GER2110493
NC001357.1	7857	2037	18-355-01696-GER2110493
NoCoordinateCount= 0	NA	NA	18-355-01696-GER2110493
chr1	249250621	0	18-225-03267-GER2106785
chr2	243199373	0	18-225-03267-GER2106785
chr3	198022430	0	18-225-03267-GER2106785
chr4	191154276	0	18-225-03267-GER2106785
chr5	180915260	0	18-225-03267-GER2106785
chr6	171115067	0	18-225-03267-GER2106785
chr7	159138663	0	18-225-03267-GER2106785
chr8	146364022	0	18-225-03267-GER2106785
chr9	141213431	0	18-225-03267-GER2106785
chr10	135534747	0	18-225-03267-GER2106785
chr11	135006516	0	18-225-03267-GER2106785
chr12	133851895	0	18-225-03267-GER2106785
chr13	115169878	0	18-225-03267-GER2106785
chr14	107349540	0	18-225-03267-GER2106785
chr15	102531392	0	18-225-03267-GER2106785
chr16	90354753	0	18-225-03267-GER2106785
chr17	81195210	0	18-225-03267-GER2106785
chr18	78077248	0	18-225-03267-GER2106785
chr19	59128983	0	18-225-03267-GER2106785
chr20	63025520	0	18-225-03267-GER2106785
chr21	48129895	0	18-225-03267-GER2106785
chr22	51304566	0	18-225-03267-GER2106785
chrX	155270560	0	18-225-03267-GER2106785
chrY	59373566	0	18-225-03267-GER2106785
chrM	16571	0	18-225-03267-GER2106785
hg19_chr6_KRAS_ex2_pseudo_edited	132	0	18-225-03267-GER2106785
hg19_chr6_KRAS_ex2_pseudo_edited_2	131	0	18-225-03267-GER2106785
hg19_chr6_KRAS_ex2_pseudo_edited_3	132	0	18-225-03267-GER2106785
J04353.1	7912	48	18-225-03267-GER2106785
M12732.1	7909	66	18-225-03267-GER2106785
X74477.1	7879	12	18-225-03267-GER2106785
NC001526.4	7906	526	18-225-03267-GER2106785
NC001357.1	7857	540	18-225-03267-GER2106785
NoCoordinateCount= 0	NA	NA	18-225-03267-GER2106785
chr1	249250621	0	20-343-02364-GER2110553
chr2	243199373	0	20-343-02364-GER2110553
chr3	198022430	0	20-343-02364-GER2110553
chr4	191154276	0	20-343-02364-GER2110553
chr5	180915260	0	20-343-02364-GER2110553
chr6	171115067	0	20-343-02364-GER2110553
chr7	159138663	0	20-343-02364-GER2110553
chr8	146364022	0	20-343-02364-GER2110553
chr9	141213431	0	20-343-02364-GER2110553
chr10	135534747	0	20-343-02364-GER2110553
chr11	135006516	0	20-343-02364-GER2110553
chr12	133851895	0	20-343-02364-GER2110553
chr13	115169878	0	20-343-02364-GER2110553
chr14	107349540	0	20-343-02364-GER2110553
chr15	102531392	0	20-343-02364-GER2110553
chr16	90354753	0	20-343-02364-GER2110553
chr17	81195210	0	20-343-02364-GER2110553
chr18	78077248	0	20-343-02364-GER2110553
chr19	59128983	0	20-343-02364-GER2110553
chr20	63025520	0	20-343-02364-GER2110553
chr21	48129895	0	20-343-02364-GER2110553
chr22	51304566	0	20-343-02364-GER2110553
chrX	155270560	0	20-343-02364-GER2110553
chrY	59373566	0	20-343-02364-GER2110553
chrM	16571	0	20-343-02364-GER2110553
hg19_chr6_KRAS_ex2_pseudo_edited	132	0	20-343-02364-GER2110553
hg19_chr6_KRAS_ex2_pseudo_edited_2	131	0	20-343-02364-GER2110553
hg19_chr6_KRAS_ex2_pseudo_edited_3	132	0	20-343-02364-GER2110553
J04353.1	7912	77	20-343-02364-GER2110553
M12732.1	7909	167	20-343-02364-GER2110553
X74477.1	7879	18	20-343-02364-GER2110553
NC001526.4	7906	791	20-343-02364-GER2110553
NC001357.1	7857	2605	20-343-02364-GER2110553
NoCoordinateCount= 0	NA	NA	20-343-02364-GER2110553
chr1	249250621	0	20-090-01997-GER2107059
chr2	243199373	0	20-090-01997-GER2107059
chr3	198022430	0	20-090-01997-GER2107059
chr4	191154276	0	20-090-01997-GER2107059
chr5	180915260	0	20-090-01997-GER2107059
chr6	171115067	0	20-090-01997-GER2107059
chr7	159138663	0	20-090-01997-GER2107059
chr8	146364022	0	20-090-01997-GER2107059
chr9	141213431	0	20-090-01997-GER2107059
chr10	135534747	0	20-090-01997-GER2107059
chr11	135006516	0	20-090-01997-GER2107059
chr12	133851895	0	20-090-01997-GER2107059
chr13	115169878	0	20-090-01997-GER2107059
chr14	107349540	0	20-090-01997-GER2107059
chr15	102531392	0	20-090-01997-GER2107059
chr16	90354753	0	20-090-01997-GER2107059
chr17	81195210	0	20-090-01997-GER2107059
chr18	78077248	0	20-090-01997-GER2107059
chr19	59128983	0	20-090-01997-GER2107059
chr20	63025520	0	20-090-01997-GER2107059
chr21	48129895	0	20-090-01997-GER2107059
chr22	51304566	0	20-090-01997-GER2107059
chrX	155270560	0	20-090-01997-GER2107059
chrY	59373566	0	20-090-01997-GER2107059
chrM	16571	0	20-090-01997-GER2107059
hg19_chr6_KRAS_ex2_pseudo_edited	132	0	20-090-01997-GER2107059
hg19_chr6_KRAS_ex2_pseudo_edited_2	131	0	20-090-01997-GER2107059
hg19_chr6_KRAS_ex2_pseudo_edited_3	132	0	20-090-01997-GER2107059
J04353.1	7912	131	20-090-01997-GER2107059
M12732.1	7909	139	20-090-01997-GER2107059
X74477.1	7879	50	20-090-01997-GER2107059
NC001526.4	7906	1676	20-090-01997-GER2107059
NC001357.1	7857	3597	20-090-01997-GER2107059
NoCoordinateCount= 0	NA	NA	20-090-01997-GER2107059
chr1	249250621	0	19-137-02515-GER2106706
chr2	243199373	0	19-137-02515-GER2106706
chr3	198022430	0	19-137-02515-GER2106706
chr4	191154276	0	19-137-02515-GER2106706
chr5	180915260	0	19-137-02515-GER2106706
chr6	171115067	0	19-137-02515-GER2106706
chr7	159138663	0	19-137-02515-GER2106706
chr8	146364022	0	19-137-02515-GER2106706
chr9	141213431	0	19-137-02515-GER2106706
chr10	135534747	0	19-137-02515-GER2106706
chr11	135006516	0	19-137-02515-GER2106706
chr12	133851895	0	19-137-02515-GER2106706
chr13	115169878	0	19-137-02515-GER2106706
chr14	107349540	0	19-137-02515-GER2106706
chr15	102531392	0	19-137-02515-GER2106706
chr16	90354753	0	19-137-02515-GER2106706
chr17	81195210	0	19-137-02515-GER2106706
chr18	78077248	0	19-137-02515-GER2106706
chr19	59128983	0	19-137-02515-GER2106706
chr20	63025520	0	19-137-02515-GER2106706
chr21	48129895	0	19-137-02515-GER2106706
chr22	51304566	0	19-137-02515-GER2106706
chrX	155270560	0	19-137-02515-GER2106706
chrY	59373566	0	19-137-02515-GER2106706
chrM	16571	0	19-137-02515-GER2106706
hg19_chr6_KRAS_ex2_pseudo_edited	132	0	19-137-02515-GER2106706
hg19_chr6_KRAS_ex2_pseudo_edited_2	131	0	19-137-02515-GER2106706
hg19_chr6_KRAS_ex2_pseudo_edited_3	132	0	19-137-02515-GER2106706
J04353.1	7912	88	19-137-02515-GER2106706
M12732.1	7909	107	19-137-02515-GER2106706
X74477.1	7879	43	19-137-02515-GER2106706
NC001526.4	7906	2047	19-137-02515-GER2106706
NC001357.1	7857	3108	19-137-02515-GER2106706
NoCoordinateCount= 0	NA	NA	19-137-02515-GER2106706
chr1	249250621	0	20-014-05533-GER2110362
chr2	243199373	0	20-014-05533-GER2110362
chr3	198022430	0	20-014-05533-GER2110362
chr4	191154276	0	20-014-05533-GER2110362
chr5	180915260	0	20-014-05533-GER2110362
chr6	171115067	0	20-014-05533-GER2110362
chr7	159138663	0	20-014-05533-GER2110362
chr8	146364022	0	20-014-05533-GER2110362
chr9	141213431	0	20-014-05533-GER2110362
chr10	135534747	0	20-014-05533-GER2110362
chr11	135006516	0	20-014-05533-GER2110362
chr12	133851895	0	20-014-05533-GER2110362
chr13	115169878	0	20-014-05533-GER2110362
chr14	107349540	0	20-014-05533-GER2110362
chr15	102531392	0	20-014-05533-GER2110362
chr16	90354753	0	20-014-05533-GER2110362
chr17	81195210	0	20-014-05533-GER2110362
chr18	78077248	0	20-014-05533-GER2110362
chr19	59128983	0	20-014-05533-GER2110362
chr20	63025520	0	20-014-05533-GER2110362
chr21	48129895	0	20-014-05533-GER2110362
chr22	51304566	0	20-014-05533-GER2110362
chrX	155270560	0	20-014-05533-GER2110362
chrY	59373566	0	20-014-05533-GER2110362
chrM	16571	0	20-014-05533-GER2110362
hg19_chr6_KRAS_ex2_pseudo_edited	132	0	20-014-05533-GER2110362
hg19_chr6_KRAS_ex2_pseudo_edited_2	131	0	20-014-05533-GER2110362
hg19_chr6_KRAS_ex2_pseudo_edited_3	132	0	20-014-05533-GER2110362
J04353.1	7912	74	20-014-05533-GER2110362
M12732.1	7909	98	20-014-05533-GER2110362
X74477.1	7879	42	20-014-05533-GER2110362
NC001526.4	7906	1342	20-014-05533-GER2110362
NC001357.1	7857	2030	20-014-05533-GER2110362
NoCoordinateCount= 0	NA	NA	20-014-05533-GER2110362
chr1	249250621	0	19-322-01531-GER2107018
chr2	243199373	0	19-322-01531-GER2107018
chr3	198022430	0	19-322-01531-GER2107018
chr4	191154276	0	19-322-01531-GER2107018
chr5	180915260	0	19-322-01531-GER2107018
chr6	171115067	0	19-322-01531-GER2107018
chr7	159138663	0	19-322-01531-GER2107018
chr8	146364022	0	19-322-01531-GER2107018
chr9	141213431	0	19-322-01531-GER2107018
chr10	135534747	0	19-322-01531-GER2107018
chr11	135006516	0	19-322-01531-GER2107018
chr12	133851895	0	19-322-01531-GER2107018
chr13	115169878	0	19-322-01531-GER2107018
chr14	107349540	0	19-322-01531-GER2107018
chr15	102531392	0	19-322-01531-GER2107018
chr16	90354753	0	19-322-01531-GER2107018
chr17	81195210	0	19-322-01531-GER2107018
chr18	78077248	0	19-322-01531-GER2107018
chr19	59128983	0	19-322-01531-GER2107018
chr20	63025520	0	19-322-01531-GER2107018
chr21	48129895	0	19-322-01531-GER2107018
chr22	51304566	0	19-322-01531-GER2107018
chrX	155270560	0	19-322-01531-GER2107018
chrY	59373566	0	19-322-01531-GER2107018
chrM	16571	0	19-322-01531-GER2107018
hg19_chr6_KRAS_ex2_pseudo_edited	132	0	19-322-01531-GER2107018
hg19_chr6_KRAS_ex2_pseudo_edited_2	131	0	19-322-01531-GER2107018
hg19_chr6_KRAS_ex2_pseudo_edited_3	132	0	19-322-01531-GER2107018
J04353.1	7912	95	19-322-01531-GER2107018
M12732.1	7909	182	19-322-01531-GER2107018
X74477.1	7879	135	19-322-01531-GER2107018
NC001526.4	7906	28138	19-322-01531-GER2107018
NC001357.1	7857	1607	19-322-01531-GER2107018
NoCoordinateCount= 0	NA	NA	19-322-01531-GER2107018
chr1	249250621	0	19-042-01746-GER2106891
chr2	243199373	0	19-042-01746-GER2106891
chr3	198022430	0	19-042-01746-GER2106891
chr4	191154276	0	19-042-01746-GER2106891
chr5	180915260	0	19-042-01746-GER2106891
chr6	171115067	0	19-042-01746-GER2106891
chr7	159138663	0	19-042-01746-GER2106891
chr8	146364022	0	19-042-01746-GER2106891
chr9	141213431	0	19-042-01746-GER2106891
chr10	135534747	0	19-042-01746-GER2106891
chr11	135006516	0	19-042-01746-GER2106891
chr12	133851895	0	19-042-01746-GER2106891
chr13	115169878	0	19-042-01746-GER2106891
chr14	107349540	0	19-042-01746-GER2106891
chr15	102531392	0	19-042-01746-GER2106891
chr16	90354753	0	19-042-01746-GER2106891
chr17	81195210	0	19-042-01746-GER2106891
chr18	78077248	0	19-042-01746-GER2106891
chr19	59128983	0	19-042-01746-GER2106891
chr20	63025520	0	19-042-01746-GER2106891
chr21	48129895	0	19-042-01746-GER2106891
chr22	51304566	0	19-042-01746-GER2106891
chrX	155270560	0	19-042-01746-GER2106891
chrY	59373566	0	19-042-01746-GER2106891
chrM	16571	0	19-042-01746-GER2106891
hg19_chr6_KRAS_ex2_pseudo_edited	132	0	19-042-01746-GER2106891
hg19_chr6_KRAS_ex2_pseudo_edited_2	131	0	19-042-01746-GER2106891
hg19_chr6_KRAS_ex2_pseudo_edited_3	132	0	19-042-01746-GER2106891
J04353.1	7912	153	19-042-01746-GER2106891
M12732.1	7909	136	19-042-01746-GER2106891
X74477.1	7879	67	19-042-01746-GER2106891
NC001526.4	7906	1674	19-042-01746-GER2106891
NC001357.1	7857	4423	19-042-01746-GER2106891
NoCoordinateCount= 0	NA	NA	19-042-01746-GER2106891
chr1	249250621	0	20-042-01779-GER2110291
chr2	243199373	0	20-042-01779-GER2110291
chr3	198022430	0	20-042-01779-GER2110291
chr4	191154276	0	20-042-01779-GER2110291
chr5	180915260	0	20-042-01779-GER2110291
chr6	171115067	0	20-042-01779-GER2110291
chr7	159138663	0	20-042-01779-GER2110291
chr8	146364022	0	20-042-01779-GER2110291
chr9	141213431	0	20-042-01779-GER2110291
chr10	135534747	0	20-042-01779-GER2110291
chr11	135006516	0	20-042-01779-GER2110291
chr12	133851895	0	20-042-01779-GER2110291
chr13	115169878	0	20-042-01779-GER2110291
chr14	107349540	0	20-042-01779-GER2110291
chr15	102531392	0	20-042-01779-GER2110291
chr16	90354753	0	20-042-01779-GER2110291
chr17	81195210	0	20-042-01779-GER2110291
chr18	78077248	0	20-042-01779-GER2110291
chr19	59128983	0	20-042-01779-GER2110291
chr20	63025520	0	20-042-01779-GER2110291
chr21	48129895	0	20-042-01779-GER2110291
chr22	51304566	0	20-042-01779-GER2110291
chrX	155270560	0	20-042-01779-GER2110291
chrY	59373566	0	20-042-01779-GER2110291
chrM	16571	0	20-042-01779-GER2110291
hg19_chr6_KRAS_ex2_pseudo_edited	132	0	20-042-01779-GER2110291
hg19_chr6_KRAS_ex2_pseudo_edited_2	131	0	20-042-01779-GER2110291
hg19_chr6_KRAS_ex2_pseudo_edited_3	132	0	20-042-01779-GER2110291
J04353.1	7912	58	20-042-01779-GER2110291
M12732.1	7909	74	20-042-01779-GER2110291
X74477.1	7879	24	20-042-01779-GER2110291
NC001526.4	7906	710	20-042-01779-GER2110291
NC001357.1	7857	889	20-042-01779-GER2110291
NoCoordinateCount= 0	NA	NA	20-042-01779-GER2110291
chr1	249250621	0	20-252-04233-GER2110222
chr2	243199373	0	20-252-04233-GER2110222
chr3	198022430	0	20-252-04233-GER2110222
chr4	191154276	0	20-252-04233-GER2110222
chr5	180915260	0	20-252-04233-GER2110222
chr6	171115067	0	20-252-04233-GER2110222
chr7	159138663	0	20-252-04233-GER2110222
chr8	146364022	0	20-252-04233-GER2110222
chr9	141213431	0	20-252-04233-GER2110222
chr10	135534747	0	20-252-04233-GER2110222
chr11	135006516	0	20-252-04233-GER2110222
chr12	133851895	0	20-252-04233-GER2110222
chr13	115169878	0	20-252-04233-GER2110222
chr14	107349540	0	20-252-04233-GER2110222
chr15	102531392	0	20-252-04233-GER2110222
chr16	90354753	0	20-252-04233-GER2110222
chr17	81195210	0	20-252-04233-GER2110222
chr18	78077248	0	20-252-04233-GER2110222
chr19	59128983	0	20-252-04233-GER2110222
chr20	63025520	0	20-252-04233-GER2110222
chr21	48129895	0	20-252-04233-GER2110222
chr22	51304566	0	20-252-04233-GER2110222
chrX	155270560	0	20-252-04233-GER2110222
chrY	59373566	0	20-252-04233-GER2110222
chrM	16571	0	20-252-04233-GER2110222
hg19_chr6_KRAS_ex2_pseudo_edited	132	0	20-252-04233-GER2110222
hg19_chr6_KRAS_ex2_pseudo_edited_2	131	0	20-252-04233-GER2110222
hg19_chr6_KRAS_ex2_pseudo_edited_3	132	0	20-252-04233-GER2110222
J04353.1	7912	92	20-252-04233-GER2110222
M12732.1	7909	164	20-252-04233-GER2110222
X74477.1	7879	22	20-252-04233-GER2110222
NC001526.4	7906	1359	20-252-04233-GER2110222
NC001357.1	7857	1632	20-252-04233-GER2110222
NoCoordinateCount= 0	NA	NA	20-252-04233-GER2110222
chr1	249250621	0	19-137-01680-GER2110476
chr2	243199373	0	19-137-01680-GER2110476
chr3	198022430	0	19-137-01680-GER2110476
chr4	191154276	0	19-137-01680-GER2110476
chr5	180915260	0	19-137-01680-GER2110476
chr6	171115067	0	19-137-01680-GER2110476
chr7	159138663	0	19-137-01680-GER2110476
chr8	146364022	0	19-137-01680-GER2110476
chr9	141213431	0	19-137-01680-GER2110476
chr10	135534747	0	19-137-01680-GER2110476
chr11	135006516	0	19-137-01680-GER2110476
chr12	133851895	0	19-137-01680-GER2110476
chr13	115169878	0	19-137-01680-GER2110476
chr14	107349540	0	19-137-01680-GER2110476
chr15	102531392	0	19-137-01680-GER2110476
chr16	90354753	0	19-137-01680-GER2110476
chr17	81195210	0	19-137-01680-GER2110476
chr18	78077248	0	19-137-01680-GER2110476
chr19	59128983	0	19-137-01680-GER2110476
chr20	63025520	0	19-137-01680-GER2110476
chr21	48129895	0	19-137-01680-GER2110476
chr22	51304566	0	19-137-01680-GER2110476
chrX	155270560	0	19-137-01680-GER2110476
chrY	59373566	0	19-137-01680-GER2110476
chrM	16571	0	19-137-01680-GER2110476
hg19_chr6_KRAS_ex2_pseudo_edited	132	0	19-137-01680-GER2110476
hg19_chr6_KRAS_ex2_pseudo_edited_2	131	0	19-137-01680-GER2110476
hg19_chr6_KRAS_ex2_pseudo_edited_3	132	0	19-137-01680-GER2110476
