chrom	start	end	length	name	%gc	mean_coverage	normalized_coverage	min_normalized_coverage	max_normalized_coverage	min_coverage	max_coverage	pct_0x	read_count	SAMPLE_NAME
NC001526.4	7667	7700	34	-	0.382353	256.176471	6.168243	0.072234	6.501087	3	270	0	271	20-197-02408-GER2110320
NC001526.4	7738	7761	24	-	0.5	1.625	0.039127	0.024078	0.120391	1	5	0	5	20-197-02408-GER2110320
NC001526.4	7778	7801	24	-	0.541667	3.041667	0.073238	0.048156	0.096312	2	4	0	4	20-197-02408-GER2110320
NC001526.4	7838	7862	25	-	0.48	3.84	0.09246	0	0.096312	0	4	0.04	4	20-197-02408-GER2110320
NC001357.1	161	190	30	-	0.433333	25.4	0.611584	0	0.650109	0	27	0.033333	27	20-197-02408-GER2110320
NC001357.1	469	498	30	-	0.366667	0	0	0	0	0	0	1	0	20-197-02408-GER2110320
NC001357.1	502	525	24	-	0.5	91.125	2.194117	0.048156	2.383732	2	99	0	101	20-197-02408-GER2110320
NC001357.1	550	573	24	-	0.541667	19	0.457484	0.144469	0.481562	6	20	0	20	20-197-02408-GER2110320
NC001357.1	585	611	27	-	0.407407	166.296296	4.004099	0.50564	4.18959	21	174	0	177	20-197-02408-GER2110320
NC001357.1	644	673	30	-	0.4	14.433333	0.347527	0.024078	0.361172	1	15	0	15	20-197-02408-GER2110320
NC001357.1	725	748	24	-	0.5	5.208333	0.125407	0.048156	0.144469	2	6	0	6	20-197-02408-GER2110320
NC001357.1	814	839	26	-	0.5	167.884615	4.042343	0.577874	4.213668	24	175	0	175	20-197-02408-GER2110320
NC001357.1	885	904	20	-	0.65	6.5	0.156508	0.024078	0.168547	1	7	0	7	20-197-02408-GER2110320
NC001357.1	1075	1100	26	-	0.461538	275.807692	6.640925	0.048156	6.958571	2	289	0	298	20-197-02408-GER2110320
NC001357.1	1134	1159	26	-	0.461538	4.884615	0.117612	0.096312	0.120391	4	5	0	5	20-197-02408-GER2110320
NC001357.1	6142	6163	22	-	0.590909	0	0	0	0	0	0	1	0	20-197-02408-GER2110320
NC001357.1	6586	6623	38	-	0.342105	34.578947	0.832595	0.072234	0.89089	3	37	0	37	20-197-02408-GER2110320
NC001357.1	6654	6675	22	-	0.590909	0	0	0	0	0	0	1	0	20-197-02408-GER2110320
NC001357.1	7440	7464	25	-	0.48	0	0	0	0	0	0	1	0	20-197-02408-GER2110320
NC001357.1	7499	7525	27	-	0.481481	2.703704	0.0651	0	0.072234	0	3	0.037037	3	20-197-02408-GER2110320
J04353.1	6530	6563	34	-	0.382353	17.411765	0.338485	0	0.34992	0	18	0.029412	18	20-160-04025-GER2106840
J04353.1	6929	6952	24	-	0.5	2.791667	0.05427	0.03888	0.05832	2	3	0	3	20-160-04025-GER2106840
M12732.1	6570	6602	33	-	0.393939	14.454545	0.280997	0.01944	0.2916	1	15	0	16	20-160-04025-GER2106840
M12732.1	6965	6991	27	-	0.444444	7.333333	0.14256	0.03888	0.15552	2	8	0	8	20-160-04025-GER2106840
X74477.1	6567	6603	37	-	0.324324	0.972973	0.018915	0	0.01944	0	1	0.027027	1	20-160-04025-GER2106840
X74477.1	6969	6996	28	-	0.392857	0	0	0	0	0	0	1	0	20-160-04025-GER2106840
NC001526.4	252	286	35	-	0.371429	25.4	0.493777	0	0.524881	0	27	0.028571	28	20-160-04025-GER2106840
NC001526.4	2525	2544	20	-	0.6	30.85	0.599725	0.07776	0.641521	4	33	0	33	20-160-04025-GER2106840
NC001526.4	2707	2733	27	-	0.481481	13.814815	0.26856	0.17496	0.27216	9	14	0	15	20-160-04025-GER2106840
NC001526.4	3006	3027	22	-	0.5	15.909091	0.309273	0.13608	0.33048	7	17	0	20	20-160-04025-GER2106840
NC001526.4	3054	3079	26	-	0.5	52.230769	1.015367	0.719281	1.049761	37	54	0	54	20-160-04025-GER2106840
NC001526.4	5742	5783	42	-	0.333333	0.857143	0.016663	0	0.01944	0	1	0.142857	1	20-160-04025-GER2106840
NC001526.4	5850	5906	57	-	0.350877	155.596491	3.0248	0.03888	4.101845	2	211	0	211	20-160-04025-GER2106840
NC001526.4	7178	7203	26	-	0.5	88.346154	1.717451	0.03888	1.788482	2	92	0	93	20-160-04025-GER2106840
NC001526.4	7247	7275	29	-	0.482759	16.275862	0.316403	0.1944	0.33048	10	17	0	17	20-160-04025-GER2106840
NC001526.4	7557	7586	30	-	0.4	9.833333	0.19116	0.11664	0.21384	6	11	0	11	20-160-04025-GER2106840
NC001526.4	7614	7651	38	-	0.289474	50.157895	0.975071	0.23328	1.049761	12	54	0	56	20-160-04025-GER2106840
NC001526.4	7667	7700	34	-	0.382353	296.470588	5.763396	0.01944	6.084728	1	313	0	314	20-160-04025-GER2106840
NC001526.4	7738	7761	24	-	0.5	10	0.1944	0.17496	0.21384	9	11	0	11	20-160-04025-GER2106840
NC001526.4	7778	7801	24	-	0.541667	9.541667	0.18549	0.15552	0.1944	8	10	0	11	20-160-04025-GER2106840
NC001526.4	7838	7862	25	-	0.48	13.4	0.260496	0.15552	0.27216	8	14	0	15	20-160-04025-GER2106840
NC001357.1	161	190	30	-	0.433333	57.4	1.115857	0.03888	1.185842	2	61	0	61	20-160-04025-GER2106840
NC001357.1	469	498	30	-	0.366667	0.833333	0.0162	0	0.01944	0	1	0.166667	1	20-160-04025-GER2106840
NC001357.1	502	525	24	-	0.5	137.416667	2.671383	0	2.877124	0	148	0.041667	148	20-160-04025-GER2106840
NC001357.1	550	573	24	-	0.541667	13.708333	0.26649	0.13608	0.27216	7	14	0	14	20-160-04025-GER2106840
NC001357.1	585	611	27	-	0.407407	164.851852	3.204724	0.11664	3.343684	6	172	0	175	20-160-04025-GER2106840
NC001357.1	644	673	30	-	0.4	21.133333	0.410833	0.0972	0.427681	5	22	0	22	20-160-04025-GER2106840
NC001357.1	725	748	24	-	0.5	5.541667	0.10773	0	0.11664	0	6	0.041667	8	20-160-04025-GER2106840
NC001357.1	814	839	26	-	0.5	164.153846	3.191155	0.505441	3.324244	26	171	0	171	20-160-04025-GER2106840
NC001357.1	885	904	20	-	0.65	10.15	0.197316	0.03888	0.21384	2	11	0	11	20-160-04025-GER2106840
NC001357.1	1075	1100	26	-	0.461538	334.538462	6.503436	0	6.8428890000000004	0	352	0.038462	359	20-160-04025-GER2106840
NC001357.1	1134	1159	26	-	0.461538	1	0.01944	0.01944	0.01944	1	1	0	1	20-160-04025-GER2106840
NC001357.1	6142	6163	22	-	0.590909	0	0	0	0	0	0	1	0	20-160-04025-GER2106840
NC001357.1	6586	6623	38	-	0.342105	27.684211	0.538182	0.11664	0.583201	6	30	0	30	20-160-04025-GER2106840
NC001357.1	6654	6675	22	-	0.590909	0	0	0	0	0	0	1	0	20-160-04025-GER2106840
NC001357.1	7440	7464	25	-	0.48	0.8	0.015552	0	0.01944	0	1	0.2	1	20-160-04025-GER2106840
NC001357.1	7499	7525	27	-	0.481481	3.925926	0.07632	0.03888	0.07776	2	4	0	4	20-160-04025-GER2106840
J04353.1	6530	6563	34	-	0.382353	7.764706	0.197442	0	0.203426	0	8	0.029412	8	21-053-04713-GER2107039
J04353.1	6929	6952	24	-	0.5	0	0	0	0	0	0	1	0	21-053-04713-GER2107039
M12732.1	6570	6602	33	-	0.393939	11.636364	0.295892	0	0.305138	0	12	0.030303	12	21-053-04713-GER2107039
M12732.1	6965	6991	27	-	0.444444	8.111111	0.206251	0.076285	0.228854	3	9	0	10	21-053-04713-GER2107039
X74477.1	6567	6603	37	-	0.324324	0.972973	0.024741	0	0.025428	0	1	0.027027	1	21-053-04713-GER2107039
X74477.1	6969	6996	28	-	0.392857	0	0	0	0	0	0	1	0	21-053-04713-GER2107039
NC001526.4	252	286	35	-	0.371429	8.571429	0.217956	0	0.228854	0	9	0.028571	10	21-053-04713-GER2107039
NC001526.4	2525	2544	20	-	0.6	13.25	0.336924	0	0.355995	0	14	0.05	14	21-053-04713-GER2107039
NC001526.4	2707	2733	27	-	0.481481	6.851852	0.17423	0.076285	0.177997	3	7	0	7	21-053-04713-GER2107039
NC001526.4	3006	3027	22	-	0.5	3.818182	0.097089	0.076285	0.101713	3	4	0	4	21-053-04713-GER2107039
NC001526.4	3054	3079	26	-	0.5	24.692308	0.627881	0.457707	0.635705	18	25	0	25	21-053-04713-GER2107039
NC001526.4	5742	5783	42	-	0.333333	4.857143	0.123508	0.025428	0.152569	1	6	0	6	21-053-04713-GER2107039
NC001526.4	5850	5906	57	-	0.350877	77.280702	1.965108	0.076285	2.66996	3	105	0	107	21-053-04713-GER2107039
NC001526.4	7178	7203	26	-	0.5	51.769231	1.316398	0.050856	1.373122	2	54	0	55	21-053-04713-GER2107039
NC001526.4	7247	7275	29	-	0.482759	24.344828	0.619045	0.330566	0.635705	13	25	0	25	21-053-04713-GER2107039
NC001526.4	7557	7586	30	-	0.4	3.966667	0.100865	0.076285	0.101713	3	4	0	5	21-053-04713-GER2107039
NC001526.4	7614	7651	38	-	0.289474	23.921053	0.608269	0.127141	0.661133	5	26	0	26	21-053-04713-GER2107039
NC001526.4	7667	7700	34	-	0.382353	257.794118	6.555237	0	6.992752	0	275	0.029412	275	21-053-04713-GER2107039
NC001526.4	7738	7761	24	-	0.5	4.583333	0.116546	0.076285	0.27971	3	11	0	11	21-053-04713-GER2107039
NC001526.4	7778	7801	24	-	0.541667	3	0.076285	0.076285	0.076285	3	3	0	3	21-053-04713-GER2107039
NC001526.4	7838	7862	25	-	0.48	2.8	0.071199	0	0.076285	0	3	0.04	3	21-053-04713-GER2107039
NC001357.1	161	190	30	-	0.433333	43.433333	1.104431	0	1.169697	0	46	0.033333	47	21-053-04713-GER2107039
NC001357.1	469	498	30	-	0.366667	0	0	0	0	0	0	1	0	21-053-04713-GER2107039
NC001357.1	502	525	24	-	0.5	78.083333	1.985518	0.025428	2.212252	1	87	0	89	21-053-04713-GER2107039
NC001357.1	550	573	24	-	0.541667	19.416667	0.493731	0.152569	0.508564	6	20	0	20	21-053-04713-GER2107039
NC001357.1	585	611	27	-	0.407407	143.37037	3.645649	0	3.814228	0	150	0.037037	152	21-053-04713-GER2107039
NC001357.1	644	673	30	-	0.4	12.333333	0.313614	0.076285	0.330566	3	13	0	13	21-053-04713-GER2107039
NC001357.1	725	748	24	-	0.5	2.875	0.073106	0	0.076285	0	3	0.041667	3	21-053-04713-GER2107039
NC001357.1	814	839	26	-	0.5	135.576923	3.447476	0.889987	3.585375	35	141	0	141	21-053-04713-GER2107039
NC001357.1	885	904	20	-	0.65	4.75	0.120784	0	0.127141	0	5	0.05	5	21-053-04713-GER2107039
NC001357.1	1075	1100	26	-	0.461538	385.807692	9.810391	0.025428	10.298416	1	405	0	411	21-053-04713-GER2107039
NC001357.1	1134	1159	26	-	0.461538	1	0.025428	0.025428	0.025428	1	1	0	1	21-053-04713-GER2107039
NC001357.1	6142	6163	22	-	0.590909	0	0	0	0	0	0	1	0	21-053-04713-GER2107039
NC001357.1	6586	6623	38	-	0.342105	26.868421	0.683215	0.076285	0.737417	3	29	0	29	21-053-04713-GER2107039
NC001357.1	6654	6675	22	-	0.590909	1.909091	0.048545	0	0.050856	0	2	0.045455	2	21-053-04713-GER2107039
NC001357.1	7440	7464	25	-	0.48	0	0	0	0	0	0	1	0	21-053-04713-GER2107039
NC001357.1	7499	7525	27	-	0.481481	0.962963	0.024486	0	0.025428	0	1	0.037037	1	21-053-04713-GER2107039
J04353.1	6530	6563	34	-	0.382353	16.323529	0.404398	0	0.421157	0	17	0.029412	17	20-226-01995-GER2106882
J04353.1	6929	6952	24	-	0.5	0.958333	0.023742	0	0.024774	0	1	0.041667	1	20-226-01995-GER2106882
M12732.1	6570	6602	33	-	0.393939	13.515152	0.334823	0	0.346835	0	14	0.030303	14	20-226-01995-GER2106882
M12732.1	6965	6991	27	-	0.444444	2.703704	0.066981	0.024774	0.074322	1	3	0	3	20-226-01995-GER2106882
X74477.1	6567	6603	37	-	0.324324	1.891892	0.04687	0	0.049548	0	2	0.027027	2	20-226-01995-GER2106882
X74477.1	6969	6996	28	-	0.392857	1.928571	0.047778	0	0.049548	0	2	0.035714	2	20-226-01995-GER2106882
NC001526.4	252	286	35	-	0.371429	16.114286	0.399214	0	0.421157	0	17	0.028571	19	20-226-01995-GER2106882
NC001526.4	2525	2544	20	-	0.6	17.85	0.442215	0.024774	0.470705	1	19	0	19	20-226-01995-GER2106882
NC001526.4	2707	2733	27	-	0.481481	19.37037	0.47988	0.322061	0.495479	13	20	0	20	20-226-01995-GER2106882
NC001526.4	3006	3027	22	-	0.5	12.409091	0.307422	0.12387	0.322061	5	13	0	14	20-226-01995-GER2106882
NC001526.4	3054	3079	26	-	0.5	46.153846	1.143412	0.81754	1.189149	33	48	0	49	20-226-01995-GER2106882
NC001526.4	5742	5783	42	-	0.333333	6.095238	0.151003	0	0.198191	0	8	0.02381	9	20-226-01995-GER2106882
NC001526.4	5850	5906	57	-	0.350877	91.350877	2.263121	0.198191	3.195838	8	129	0	133	20-226-01995-GER2106882
NC001526.4	7178	7203	26	-	0.5	74.076923	1.835177	0.099096	1.907593	4	77	0	84	20-226-01995-GER2106882
NC001526.4	7247	7275	29	-	0.482759	28.551724	0.707339	0.545027	0.767992	22	31	0	31	20-226-01995-GER2106882
NC001526.4	7557	7586	30	-	0.4	7.233333	0.179198	0.049548	0.198191	2	8	0	10	20-226-01995-GER2106882
NC001526.4	7614	7651	38	-	0.289474	30.736842	0.761473	0.322061	0.842314	13	34	0	34	20-226-01995-GER2106882
NC001526.4	7667	7700	34	-	0.382353	301.941176	7.480271	0.024774	7.977207	1	322	0	323	20-226-01995-GER2106882
NC001526.4	7738	7761	24	-	0.5	19.083333	0.472769	0.297287	0.495479	12	20	0	23	20-226-01995-GER2106882
NC001526.4	7778	7801	24	-	0.541667	21.791667	0.539865	0.520253	0.545027	21	22	0	25	20-226-01995-GER2106882
NC001526.4	7838	7862	25	-	0.48	17.04	0.422148	0.371609	0.445931	15	18	0	18	20-226-01995-GER2106882
NC001357.1	161	190	30	-	0.433333	33.433333	0.828275	0.074322	0.891862	3	36	0	37	20-226-01995-GER2106882
NC001357.1	469	498	30	-	0.366667	2	0.049548	0.049548	0.049548	2	2	0	2	20-226-01995-GER2106882
NC001357.1	502	525	24	-	0.5	65.541667	1.623725	0	1.833271	0	74	0.041667	76	20-226-01995-GER2106882
NC001357.1	550	573	24	-	0.541667	34.458333	0.853669	0.12387	0.891862	5	36	0	36	20-226-01995-GER2106882
NC001357.1	585	611	27	-	0.407407	96.333333	2.386556	0	2.502167	0	101	0.037037	105	20-226-01995-GER2106882
NC001357.1	644	673	30	-	0.4	13.5	0.334448	0.074322	0.346835	3	14	0	14	20-226-01995-GER2106882
NC001357.1	725	748	24	-	0.5	0.958333	0.023742	0	0.024774	0	1	0.041667	1	20-226-01995-GER2106882
NC001357.1	814	839	26	-	0.5	116.846154	2.894739	0.297287	3.047194	12	123	0	123	20-226-01995-GER2106882
NC001357.1	885	904	20	-	0.65	4.75	0.117676	0	0.12387	0	5	0.05	5	20-226-01995-GER2106882
NC001357.1	1075	1100	26	-	0.461538	256.807692	6.362137	0.049548	6.713736	2	271	0	281	20-226-01995-GER2106882
NC001357.1	1134	1159	26	-	0.461538	1.961538	0.048595	0.024774	0.049548	1	2	0	2	20-226-01995-GER2106882
NC001357.1	6142	6163	22	-	0.590909	0	0	0	0	0	0	1	0	20-226-01995-GER2106882
NC001357.1	6586	6623	38	-	0.342105	28.078947	0.695626	0.049548	0.767992	2	31	0	31	20-226-01995-GER2106882
NC001357.1	6654	6675	22	-	0.590909	0	0	0	0	0	0	1	0	20-226-01995-GER2106882
NC001357.1	7440	7464	25	-	0.48	0	0	0	0	0	0	1	0	20-226-01995-GER2106882
NC001357.1	7499	7525	27	-	0.481481	2.777778	0.068816	0.024774	0.074322	1	3	0	3	20-226-01995-GER2106882
J04353.1	6530	6563	34	-	0.382353	14.441176	0.489742	0	0.508694	0	15	0.029412	15	19-260-01896-GER2213072
J04353.1	6929	6952	24	-	0.5	2.458333	0.083369	0	0.101739	0	3	0.041667	3	19-260-01896-GER2213072
M12732.1	6570	6602	33	-	0.393939	4.454545	0.151067	0	0.169565	0	5	0.030303	5	19-260-01896-GER2213072
M12732.1	6965	6991	27	-	0.444444	1.592593	0.054009	0	0.067826	0	2	0.185185	2	19-260-01896-GER2213072
X74477.1	6567	6603	37	-	0.324324	0.972973	0.032996	0	0.033913	0	1	0.027027	1	19-260-01896-GER2213072
X74477.1	6969	6996	28	-	0.392857	1.607143	0.054503	0	0.067826	0	2	0.178571	2	19-260-01896-GER2213072
NC001526.4	252	286	35	-	0.371429	5.828571	0.197664	0	0.203477	0	6	0.028571	6	19-260-01896-GER2213072
NC001526.4	2525	2544	20	-	0.6	18.8	0.637563	0.033913	0.678258	1	20	0	20	19-260-01896-GER2213072
NC001526.4	2707	2733	27	-	0.481481	3.888889	0.131884	0.033913	0.135652	1	4	0	4	19-260-01896-GER2213072
NC001526.4	3006	3027	22	-	0.5	0	0	0	0	0	0	1	0	19-260-01896-GER2213072
NC001526.4	3054	3079	26	-	0.5	16.692308	0.566085	0.339129	0.576519	10	17	0	17	19-260-01896-GER2213072
NC001526.4	5742	5783	42	-	0.333333	0.738095	0.025031	0	0.033913	0	1	0.261905	1	19-260-01896-GER2213072
NC001526.4	5850	5906	57	-	0.350877	98.333333	3.334769	0.067826	4.544329	2	134	0	134	19-260-01896-GER2213072
NC001526.4	7178	7203	26	-	0.5	60.461538	2.050426	0	2.136513	0	63	0.038462	65	19-260-01896-GER2213072
NC001526.4	7247	7275	29	-	0.482759	11.482759	0.389414	0.135652	0.406955	4	12	0	12	19-260-01896-GER2213072
NC001526.4	7557	7586	30	-	0.4	2.9	0.098347	0	0.101739	0	3	0.033333	3	19-260-01896-GER2213072
NC001526.4	7614	7651	38	-	0.289474	19.631579	0.665764	0.135652	0.712171	4	21	0	21	19-260-01896-GER2213072
NC001526.4	7667	7700	34	-	0.382353	174.735294	5.925781	0	6.341713	0	187	0.029412	187	19-260-01896-GER2213072
NC001526.4	7738	7761	24	-	0.5	0	0	0	0	0	0	1	0	19-260-01896-GER2213072
NC001526.4	7778	7801	24	-	0.541667	1	0.033913	0.033913	0.033913	1	1	0	1	19-260-01896-GER2213072
NC001526.4	7838	7862	25	-	0.48	1.88	0.063756	0	0.067826	0	2	0.04	2	19-260-01896-GER2213072
NC001357.1	161	190	30	-	0.433333	28.566667	0.968779	0.067826	1.017387	2	30	0	31	19-260-01896-GER2213072
NC001357.1	469	498	30	-	0.366667	0	0	0	0	0	0	1	0	19-260-01896-GER2213072
NC001357.1	502	525	24	-	0.5	62.958333	2.1351	0	2.33999	0	69	0.041667	72	19-260-01896-GER2213072
NC001357.1	550	573	24	-	0.541667	17.416667	0.59065	0.203477	0.610432	6	18	0	18	19-260-01896-GER2213072
NC001357.1	585	611	27	-	0.407407	94.222222	3.195349	0	3.357378	0	99	0.037037	100	19-260-01896-GER2213072
NC001357.1	644	673	30	-	0.4	5.833333	0.197825	0.033913	0.203477	1	6	0	6	19-260-01896-GER2213072
NC001357.1	725	748	24	-	0.5	0.958333	0.0325	0	0.033913	0	1	0.041667	1	19-260-01896-GER2213072
NC001357.1	814	839	26	-	0.5	108.423077	3.676941	0.542606	3.832158	16	113	0	113	19-260-01896-GER2213072
NC001357.1	885	904	20	-	0.65	6.65	0.225521	0	0.23739	0	7	0.05	7	19-260-01896-GER2213072
NC001357.1	1075	1100	26	-	0.461538	203.846154	6.913015	0	7.257362	0	214	0.038462	215	19-260-01896-GER2213072
NC001357.1	1134	1159	26	-	0.461538	3.923077	0.133043	0.067826	0.135652	2	4	0	4	19-260-01896-GER2213072
NC001357.1	6142	6163	22	-	0.590909	0.954545	0.032371	0	0.033913	0	1	0.045455	1	19-260-01896-GER2213072
NC001357.1	6586	6623	38	-	0.342105	28.815789	0.977227	0.23739	1.0513	7	31	0	31	19-260-01896-GER2213072
NC001357.1	6654	6675	22	-	0.590909	0.954545	0.032371	0	0.033913	0	1	0.045455	1	19-260-01896-GER2213072
NC001357.1	7440	7464	25	-	0.48	0	0	0	0	0	0	1	0	19-260-01896-GER2213072
NC001357.1	7499	7525	27	-	0.481481	0	0	0	0	0	0	1	0	19-260-01896-GER2213072
J04353.1	6530	6563	34	-	0.382353	688.588235	0.334624	0.003888	0.346973	8	714	0	721	19-253-01945-GER2106873
J04353.1	6929	6952	24	-	0.5	74.75	0.036325	0.004374	0.042278	9	87	0	87	19-253-01945-GER2106873
M12732.1	6570	6602	33	-	0.393939	519.787879	0.252595	0.008261	0.261445	17	538	0	548	19-253-01945-GER2106873
M12732.1	6965	6991	27	-	0.444444	249.037037	0.121021	0.010691	0.140928	22	290	0	292	19-253-01945-GER2106873
X74477.1	6567	6603	37	-	0.324324	27.567568	0.013397	0.007289	0.019924	15	41	0	41	19-253-01945-GER2106873
X74477.1	6969	6996	28	-	0.392857	27.714286	0.013468	0	0.016037	0	33	0.035714	33	19-253-01945-GER2106873
NC001526.4	252	286	35	-	0.371429	528.742857	0.256946	0.011663	0.292546	24	602	0	613	19-253-01945-GER2106873
NC001526.4	2525	2544	20	-	0.6	133.75	0.064997	0.02527	0.069978	52	144	0	145	19-253-01945-GER2106873
NC001526.4	2707	2733	27	-	0.481481	481.481481	0.233979	0.061717	0.247838	127	510	0	510	19-253-01945-GER2106873
NC001526.4	3006	3027	22	-	0.5	23.727273	0.01153	0.00486	0.013121	10	27	0	27	19-253-01945-GER2106873
NC001526.4	3054	3079	26	-	0.5	294.730769	0.143227	0.085042	0.146759	175	302	0	302	19-253-01945-GER2106873
NC001526.4	5742	5783	42	-	0.333333	161.214286	0.078343	0.003888	0.107882	8	222	0	223	19-253-01945-GER2106873
NC001526.4	5850	5906	57	-	0.350877	2757.508772	1.340031	0.003402	2.005545	7	4127	0	4128	19-253-01945-GER2106873
NC001526.4	7178	7203	26	-	0.5	1057.307692	0.513806	0.039848	0.544758	82	1121	0	1139	19-253-01945-GER2106873
NC001526.4	7247	7275	29	-	0.482759	837.689655	0.407081	0.130722	0.432502	269	890	0	898	19-253-01945-GER2106873
NC001526.4	7557	7586	30	-	0.4	276.566667	0.1344	0.026728	0.151619	55	312	0	317	19-253-01945-GER2106873
NC001526.4	7614	7651	38	-	0.289474	3144.631579	1.528156	0.321218	1.629414	661	3353	0	3353	19-253-01945-GER2106873
NC001526.4	7667	7700	34	-	0.382353	27538.941176	13.382743	0.061231	14.497557	126	29833	0	29873	19-253-01945-GER2106873
NC001526.4	7738	7761	24	-	0.5	9.583333	0.004657	0.003888	0.006803	8	14	0	16	19-253-01945-GER2106873
NC001526.4	7778	7801	24	-	0.541667	20.791667	0.010104	0.005831	0.010691	12	22	0	22	19-253-01945-GER2106873
NC001526.4	7838	7862	25	-	0.48	319.68	0.155351	0.023812	0.164739	49	339	0	341	19-253-01945-GER2106873
NC001357.1	161	190	30	-	0.433333	2040.233333	0.991466	0.032073	1.049667	66	2160	0	2178	19-253-01945-GER2106873
NC001357.1	469	498	30	-	0.366667	83.966667	0.040804	0.017494	0.044222	36	91	0	92	19-253-01945-GER2106873
NC001357.1	502	525	24	-	0.5	430.333333	0.209124	0.003402	0.224512	7	462	0	476	19-253-01945-GER2106873
NC001357.1	550	573	24	-	0.541667	1178.375	0.57264	0.166683	0.599185	343	1233	0	1233	19-253-01945-GER2106873
NC001357.1	585	611	27	-	0.407407	6152.666667	2.989932	0.112742	3.134423	232	6450	0	6534	19-253-01945-GER2106873
NC001357.1	644	673	30	-	0.4	859.166667	0.417518	0.199728	0.431044	411	887	0	887	19-253-01945-GER2106873
NC001357.1	725	748	24	-	0.5	36.416667	0.017697	0.003888	0.02284	8	47	0	47	19-253-01945-GER2106873
NC001357.1	814	839	26	-	0.5	1440.846154	0.700189	0.167169	0.737683	344	1518	0	1518	19-253-01945-GER2106873
NC001357.1	885	904	20	-	0.65	140.05	0.068058	0.009719	0.072894	20	150	0	150	19-253-01945-GER2106873
NC001357.1	1075	1100	26	-	0.461538	15692.269231	7.625769	0.042278	8.033356	87	16531	0	16805	19-253-01945-GER2106873
NC001357.1	1134	1159	26	-	0.461538	86.730769	0.042147	0.019438	0.043736	40	90	0	90	19-253-01945-GER2106873
NC001357.1	6142	6163	22	-	0.590909	5.318182	0.002584	0.001458	0.002916	3	6	0	6	19-253-01945-GER2106873
NC001357.1	6586	6623	38	-	0.342105	1488.842105	0.723513	0.023326	0.788222	48	1622	0	1627	19-253-01945-GER2106873
NC001357.1	6654	6675	22	-	0.590909	5.909091	0.002872	0	0.006803	0	14	0.045455	14	19-253-01945-GER2106873
NC001357.1	7440	7464	25	-	0.48	37.44	0.018194	0.001458	0.02041	3	42	0	43	19-253-01945-GER2106873
NC001357.1	7499	7525	27	-	0.481481	82.925926	0.040298	0.013121	0.043736	27	90	0	90	19-253-01945-GER2106873
J04353.1	6530	6563	34	-	0.382353	14.529412	0.394059	0	0.406822	0	15	0.029412	15	20-098-01693-GER2106917
J04353.1	6929	6952	24	-	0.5	3.375	0.091535	0.027121	0.108486	1	4	0	4	20-098-01693-GER2106917
M12732.1	6570	6602	33	-	0.393939	9.69697	0.262996	0	0.271215	0	10	0.030303	10	20-098-01693-GER2106917
M12732.1	6965	6991	27	-	0.444444	15.037037	0.407827	0.135607	0.461065	5	17	0	17	20-098-01693-GER2106917
X74477.1	6567	6603	37	-	0.324324	1.945946	0.052777	0	0.054243	0	2	0.027027	2	20-098-01693-GER2106917
X74477.1	6969	6996	28	-	0.392857	1	0.027121	0.027121	0.027121	1	1	0	1	20-098-01693-GER2106917
NC001526.4	252	286	35	-	0.371429	17.314286	0.469589	0	0.488187	0	18	0.028571	19	20-098-01693-GER2106917
NC001526.4	2525	2544	20	-	0.6	21.85	0.592605	0	0.623794	0	23	0.05	23	20-098-01693-GER2106917
NC001526.4	2707	2733	27	-	0.481481	16.814815	0.456043	0.325458	0.461065	12	17	0	18	20-098-01693-GER2106917
NC001526.4	3006	3027	22	-	0.5	11.727273	0.318061	0.081364	0.352579	3	13	0	14	20-098-01693-GER2106917
NC001526.4	3054	3079	26	-	0.5	46.923077	1.272624	0.813645	1.328953	30	49	0	49	20-098-01693-GER2106917
NC001526.4	5742	5783	42	-	0.333333	10.285714	0.278964	0	0.325458	0	12	0.02381	12	20-098-01693-GER2106917
NC001526.4	5850	5906	57	-	0.350877	141.894737	3.848398	0.298336	5.234449	11	193	0	198	20-098-01693-GER2106917
NC001526.4	7178	7203	26	-	0.5	82.807692	2.245869	0.108486	2.35957	4	87	0	90	20-098-01693-GER2106917
NC001526.4	7247	7275	29	-	0.482759	13.275862	0.360061	0.271215	0.379701	10	14	0	14	20-098-01693-GER2106917
NC001526.4	7557	7586	30	-	0.4	12.533333	0.339923	0.18985	0.433944	7	16	0	19	20-098-01693-GER2106917
NC001526.4	7614	7651	38	-	0.289474	36.789474	0.997786	0.352579	1.08486	13	40	0	40	20-098-01693-GER2106917
NC001526.4	7667	7700	34	-	0.382353	227.117647	6.159771	0.135607	6.536281	5	241	0	243	20-098-01693-GER2106917
NC001526.4	7738	7761	24	-	0.5	18.916667	0.513048	0.352579	0.596673	13	22	0	23	20-098-01693-GER2106917
NC001526.4	7778	7801	24	-	0.541667	22.125	0.600063	0.569551	0.650916	21	24	0	25	20-098-01693-GER2106917
NC001526.4	7838	7862	25	-	0.48	9.44	0.256027	0.216972	0.271215	8	10	0	10	20-098-01693-GER2106917
NC001357.1	161	190	30	-	0.433333	23.2	0.629219	0	0.678037	0	25	0.033333	25	20-098-01693-GER2106917
NC001357.1	469	498	30	-	0.366667	2	0.054243	0.054243	0.054243	2	2	0	2	20-098-01693-GER2106917
NC001357.1	502	525	24	-	0.5	63.166667	1.713175	0	1.898505	0	70	0.041667	72	20-098-01693-GER2106917
